smiles,0,1,2
CC1C2OC3C(CC13N)C(O)C2N,68719476735,"{4438114848: 1, 4572070432: 1, 4572070433: 1, 4572070434: 3, 4572070945: 2, 4572332066: 2, 4572332576: 1, 4572332578: 2, 4588585506: 3, 4706026018: 2, 4706288161: 1, 4706288162: 2, 4706320418: 1, 8598602274: 2, 8598863906: 1, 8598864416: 1, 8598864418: 2, 12893569569: 1, 12893569570: 2, 12893569600: 1, 13027787296: 1, 13027787297: 1, 13027787298: 2, 13027787299: 1, 13027787328: 1, 13027787809: 1, 13027787810: 1, 13027787840: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b0d0>
C#CC#CCNC(C)=C(C)C(=O)O,68719476735,"{4305736224: 1, 4445983264: 1, 5647913504: 1, 5647925281: 1, 6585090090: 1, 6589276193: 1, 6589276208: 1, 8732565553: 1, 8734921248: 1, 8734921258: 1, 12895670816: 1, 12895670826: 1, 13969412640: 1, 13969412650: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b140>
C1CC(N2C3CCC4OC4C32)=NO1,68719476735,"{4571807778: 1, 4572069921: 2, 4572070433: 2, 4572070434: 1, 4580459041: 1, 4580459042: 1, 4580463137: 2, 4588585505: 1, 4588585506: 2, 5654200865: 1, 5654200866: 3, 5656068129: 1, 8867037217: 1, 8867037729: 1, 8867037730: 2, 8867037762: 1, 8869134369: 1, 9808658465: 1, 9808675362: 2, 9823076385: 1, 13027524650: 1, 13027786785: 1, 13027787297: 1, 13027787298: 2, 13027787330: 1, 13038015009: 1, 13038015042: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b1b0>
CC12OC3C4CC1(NC=N)C4NC32,68719476735,"{4438115360: 1, 4572070433: 1, 4572070434: 1, 4572070944: 1, 4572070945: 1, 4572332066: 1, 4572333088: 1, 4572333089: 1, 4572333090: 1, 4580196898: 2, 4588586016: 1, 4588586018: 1, 4706026018: 2, 4706288161: 1, 4706288162: 2, 4706304034: 2, 4706549794: 1, 4706550306: 2, 4706582562: 1, 4722803234: 2, 5519721505: 1, 5519721506: 1, 5519721507: 1, 8732820001: 1, 8732820002: 2, 8732820512: 1, 8732820513: 1, 8732820515: 2, 8733081634: 1, 8733082146: 1, 8733082177: 1, 8733082656: 1, 8733082658: 1, 9674194979: 1, 13027787297: 1, 13027787298: 1, 13027787299: 1, 13027787329: 1, 13028049442: 1, 13028049473: 1, 13028049953: 1, 13028049954: 1, 13028049985: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b220>
CCNC1C2CC(O)C(O)CNC21,68719476735,"{4437852705: 1, 4572069922: 3, 4572070433: 2, 4572070434: 1, 4572086305: 4, 4580196384: 1, 4580196386: 1, 8732557858: 1, 8732820001: 2, 8732820002: 4, 8732820033: 1, 12893569058: 1, 12893569089: 1, 12893569569: 2, 12893569632: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b290>
CNC1C2CC3(O)CC2C2C(C3)C12,68719476735,"{4437852705: 1, 4571808801: 6, 4572070433: 9, 4572070434: 12, 4572086304: 2, 4706026018: 6, 8732820001: 1, 8732820002: 3, 12893831202: 3}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b300>
CCC(c1n[nH]n(C)c1=N)C(C)O,68719476735,"{4437852704: 1, 4572069920: 1, 5645811744: 1, 5645812256: 1, 5647909409: 1, 5647909410: 1, 5647929888: 1, 9674445346: 1, 9674461728: 1, 9808658977: 1, 9808658978: 1, 9808663112: 1, 9816789538: 1, 9816789546: 1, 9816805920: 1, 9816805930: 1, 9817051690: 1, 9817051720: 1, 9942880802: 1, 9942880841: 1, 9951023146: 1, 12893569569: 1, 12893569578: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b370>
CC=CC1=CC(O)c2onnc21,68719476735,"{5513695266: 1, 5513695273: 1, 5647647274: 1, 5647650848: 1, 5647909417: 1, 5647912994: 1, 5647913001: 1, 5647913506: 1, 5647913513: 2, 9808663074: 1, 9808663081: 2, 9816789546: 2, 9816821802: 1, 9825178146: 1, 9825178154: 1, 12893573162: 1, 12893573674: 1, 14103626281: 1, 14103626336: 1, 14103630378: 1, 14103630409: 1, 14111772714: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b3e0>
CCC12CN1C(=N)CCC2(C)C#N,68719476735,"{4437591072: 1, 4438114336: 1, 4438115360: 2, 4438115361: 2, 4446241825: 1, 4446245409: 1, 4706549792: 1, 4706549793: 1, 4706566689: 1, 4714676259: 1, 4714680865: 1, 5645549603: 1, 5654200355: 1, 5654201377: 2, 5654201379: 1, 6585597985: 1, 6585599009: 2, 8866776097: 1, 8866776099: 1, 8867299360: 1, 8867300384: 1, 8867300385: 1, 8867300401: 1, 8869134369: 1, 9674440737: 1, 9674457633: 1, 9674457635: 1, 10750018592: 1, 10750018593: 1, 10750018595: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b450>
C#Cc1cc(=N)n2[nH]c(C)ncc1-2,68719476735,"{5513695785: 1, 5521822240: 1, 5647913002: 1, 5656039466: 1, 5656302121: 2, 5656302122: 1, 5656317994: 2, 6455054889: 1, 6455054890: 1, 6587437098: 1, 6587437609: 1, 9674444842: 1, 9674461738: 1, 9808400938: 1, 9808678953: 1, 9817051689: 2, 9817051690: 1, 9817051720: 1, 9942880298: 1, 9942880329: 1, 9942880809: 1, 9942880817: 1, 9951007264: 1, 9951007305: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b4c0>
CCC(C=NNC)=CCC(O)CC,68719476735,"{4437852192: 1, 4439953441: 1, 5511332385: 1, 5513691168: 2, 5513695265: 1, 5521834016: 1, 5647646754: 1, 8743047210: 1, 9808400929: 1, 9808400937: 1, 12893569056: 1, 12893569065: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b530>
C1=CCON=C2N=C(C=C1)ON2,68719476735,"{5513433121: 1, 5513433129: 1, 5647650857: 1, 5656039977: 1, 5656068129: 1, 5662343210: 1, 8734937130: 1, 8749339177: 1, 9808662569: 1, 9808678954: 1, 9808691265: 1, 9823076393: 1, 13027528745: 1, 13029888041: 1, 13029904426: 1, 13035917897: 2, 13038015041: 1, 13038015049: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b5a0>
CC1CC2CN=C(NO)C12CCN,68719476735,"{4438114848: 1, 4438114849: 3, 4571808288: 1, 4571808289: 1, 4572332065: 2, 4572332576: 1, 4572332577: 3, 4706287650: 2, 4708405281: 1, 5646073889: 1, 5646074400: 1, 5646074401: 3, 5656035362: 1, 8598339619: 1, 8734917665: 1, 8734917666: 2, 8734937121: 1, 9806299681: 1, 9806299683: 1, 9808659489: 1, 9808659490: 2, 12901700131: 1, 12901700169: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b610>
C#CC12CCC1C(C)N(C=N)C2=C,68719476735,"{4437852704: 1, 4438114849: 1, 4572069921: 1, 4572070945: 1, 4572332065: 1, 4706025506: 1, 4706287649: 1, 4706288160: 1, 4708401698: 1, 5379474465: 1, 5379474466: 1, 5379490338: 1, 5519983136: 1, 5519983138: 1, 5519987235: 1, 5519987240: 1, 5646073889: 1, 5646074401: 1, 5646074402: 1, 5654200864: 1, 5654200866: 1, 6455051297: 1, 6455051298: 1, 6455051306: 1, 6585597985: 1, 6585598497: 1, 6585598498: 1, 6585602600: 1, 8867037729: 1, 8867037731: 1, 8869135393: 1, 8869135394: 1, 8869135409: 1, 9674195490: 1, 9674195498: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b680>
CC(C)C(O)CC=CCCC(N)=O,68719476735,"{4437852704: 2, 4439691297: 1, 5511332386: 1, 5513429025: 1, 5513429026: 1, 5645549609: 1, 8600698913: 1, 12893569065: 1, 12893569568: 2, 13969408033: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b6f0>
C=NOCC12CC(C)CC(O)(C1)C2,68719476735,"{4571808801: 5, 4706026016: 2, 4706026017: 2, 4706026529: 10, 5387632673: 1, 9823076387: 1, 12893831202: 1, 12893831203: 2, 13027525665: 3}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b760>
C#CC(NN=C)C1CC(=O)NN1C,68719476735,"{4437869088: 1, 4572086816: 1, 5387616290: 1, 5645550114: 1, 5653955104: 1, 5653955106: 1, 6455050786: 1, 6585336353: 1, 8732820001: 1, 8732827696: 1, 8734916642: 1, 8741208609: 1, 8741208610: 1, 8867037226: 1, 8867037745: 1, 8867037761: 1, 8875168289: 1, 9814688290: 1, 9814688305: 1, 13969408034: 1, 13969424450: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b7d0>
C=C1CCCNNC(=N)C1N(C)C,68719476735,"{4574167073: 1, 5379473441: 1, 5645549601: 1, 5645816353: 1, 5645816360: 1, 5645828640: 4, 5653954593: 1, 8732557345: 1, 8734917162: 1, 8740945953: 1, 8740950562: 1, 8867041825: 1, 8867041832: 1, 8867041857: 1, 9674441258: 1, 9674441282: 1, 9674457153: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b840>
CC12OCC1(O)C(C)(C)N(O)C2=O,68719476735,"{4438115360: 3, 4454368288: 1, 4706550816: 3, 4706582561: 1, 4714680867: 1, 4722802723: 1, 5646074913: 1, 5646074915: 1, 5646106657: 1, 5654201376: 2, 5654201379: 1, 8867300385: 1, 8867300387: 1, 8869135392: 1, 8869135395: 1, 12893832224: 3, 12893832234: 1, 12893832258: 1, 12901958688: 2, 12901958691: 1, 12901962275: 1, 13027525667: 2, 13027525728: 1, 13028049953: 1, 13028049955: 1, 13028050016: 1, 13028053570: 1, 13969409056: 1, 13969409059: 1, 13969409121: 1, 13969424931: 1, 13969424992: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b8b0>
Cc1nc2c(s1)C=CC2(N)CN,68719476735,"{5513430049: 1, 5513695779: 1, 5646077993: 1, 5647650851: 1, 5647909921: 1, 5647909929: 1, 5647913001: 1, 5656039968: 1, 5656039971: 1, 5656039978: 1, 5697983008: 1, 5697983017: 1, 5697983018: 1, 8598340649: 1, 8598340650: 1, 8598863936: 1, 8598868009: 1, 8598868522: 1, 9808659489: 1, 9808659497: 1, 9808659520: 1, 9808663081: 1, 9808760874: 1, 31283499049: 1, 31283499555: 1, 31283499593: 1, 31283515434: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b920>
CCC1C2CCC13ON=CC3OC2,68719476735,"{4437852193: 1, 4437852705: 2, 4438114849: 1, 4572069920: 1, 4572069921: 1, 4572070945: 1, 4572332065: 2, 4572332577: 1, 4572332578: 1, 4588584994: 1, 4706025506: 1, 4706287648: 1, 4706288161: 2, 4706320417: 1, 5511595041: 1, 5511595042: 1, 5511626785: 1, 5521850403: 1, 9808396835: 1, 9823077409: 1, 9823077410: 2, 13027525153: 1, 13027525154: 1, 13027787809: 1, 13027787810: 1, 13027790921: 1, 13028048929: 1, 13028049441: 1, 13028049442: 1, 13028049449: 1, 13028049505: 1, 13038014498: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62b990>
Cn1c(=O)ccc(=O)c(=N)[nH]c1=S,68719476735,"{5513712160: 1, 5647650858: 1, 5647913001: 1, 5656039978: 1, 5656302121: 1, 9674445353: 1, 9674461226: 1, 9808663081: 1, 9808679456: 1, 9808679466: 1, 9942880297: 1, 9942896682: 1, 13969412137: 2, 13969412680: 1, 13969412681: 1, 13969429024: 1, 13969429034: 1, 31149297706: 1, 31149298208: 1, 31149298218: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62ba00>
C=C1OC2C3CC4C1C2C(C)(N)C34,68719476735,"{4572069922: 4, 4572070433: 4, 4572070434: 6, 4572070944: 4, 4572332578: 4, 4588589602: 1, 4706288161: 2, 4706288162: 4, 5379473954: 2, 5379506210: 1, 5645812257: 1, 5645812258: 2, 5645812259: 1, 5662327330: 2, 8598864418: 4, 13027787297: 1, 13027787298: 2, 13027787299: 1, 13029884450: 2}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62ba70>
C#CC1OC(C)C2C=CC1(N)CC2,68719476735,"{4437852704: 1, 4572069921: 1, 4572332065: 1, 4588585504: 1, 4588585506: 1, 4706025506: 1, 4706320418: 1, 4708126754: 1, 5511594017: 1, 5511594528: 1, 5511856161: 1, 5513429537: 1, 5513429538: 1, 5513430049: 1, 5513430050: 1, 6455050787: 1, 6585336865: 1, 6585336873: 1, 6585368610: 1, 8598863905: 1, 8598864433: 1, 8598868009: 1, 13027787297: 1, 13027787305: 1, 13027787809: 1, 13027787817: 1, 13027787840: 1, 13027794992: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bae0>
CC1(N)C2C3CN4CC(N)(CC24)C31,68719476735,"{4446241313: 2, 4571808801: 1, 4571824673: 1, 4572070433: 2, 4572070434: 1, 4572070944: 3, 4572070945: 2, 4572086817: 2, 4572332066: 1, 4572332578: 3, 4580458530: 1, 4706026018: 1, 4706042401: 1, 4706042402: 1, 4706288161: 4, 4706288162: 3, 4706288672: 1, 4706288673: 2, 4706288674: 1, 8598863906: 1, 8598864418: 4, 8598864419: 2, 8866775586: 2, 8866776097: 1, 8866776098: 1, 8866776128: 1, 8867037219: 1, 8867037730: 1, 8867037731: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bb50>
CC1NC2C3OC3C1(O)C2N,68719476735,"{4572070434: 1, 4572332576: 2, 4572332578: 4, 4580196896: 1, 4580196898: 2, 4588585506: 2, 4706288162: 2, 4706304034: 1, 4706320418: 1, 8598602274: 1, 8598602786: 2, 8732820002: 1, 8732820003: 1, 8732820032: 1, 8732820514: 2, 12893831712: 1, 12893831714: 2, 12893831744: 1, 12893831745: 1, 13027787298: 2, 13027787299: 1, 13027787329: 1, 13027787810: 2, 13027787872: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bbc0>
CNCC(C)NCCNC=CC#N,68719476735,"{4445979168: 1, 4445979169: 1, 4571824160: 1, 4580196385: 1, 5513445409: 1, 5519720481: 1, 8732557377: 1, 8732557856: 1, 8732819521: 1, 8734658609: 1, 10750021673: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bc30>
CC1=CC(NN=CC2CO2)C(=O)C1,68719476735,"{4573909536: 1, 4573909537: 1, 4588584994: 1, 5511598625: 1, 5511626785: 1, 5521834018: 1, 5645554208: 1, 5645554210: 1, 5645554217: 1, 5647647274: 1, 8732823594: 1, 8732824097: 1, 8743047202: 1, 9808396833: 1, 9814688297: 1, 9814688298: 1, 13027525161: 1, 13027790921: 1, 13969408042: 1, 13969408553: 1, 13969408577: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bca0>
CC1NC2C3C(N)C3OC3C1C23O,68719476735,"{4572070432: 1, 4572070434: 3, 4572332578: 7, 4580196896: 1, 4580196898: 2, 4588585506: 3, 4706288160: 1, 4706288162: 3, 4706304034: 1, 4706320418: 1, 8598602274: 3, 8732820002: 3, 8732820003: 1, 8732820514: 2, 12893831714: 4, 12893831745: 1, 13027787298: 4, 13027787299: 1, 13027787328: 1, 13027787810: 2, 13027787872: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bd10>
CCN1C(C)C(C)C2C(CO)C21,68719476735,"{4303634976: 1, 4446241312: 1, 4572070432: 3, 4572070433: 3, 4572070434: 5, 4572086817: 3, 4580458528: 2, 4580459040: 1, 4580459042: 3, 8867037728: 1, 8867037729: 1, 8867037730: 4, 12893307426: 2}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bd80>
C=C1CC(C)CC(C(=O)O)=C1N,68719476735,"{5379473442: 1, 5645550112: 2, 5645550113: 2, 5647908898: 3, 5647913505: 2, 5647913512: 1, 5647913514: 1, 8600703521: 2, 8600703528: 1, 8600703530: 1, 12895670817: 1, 12895670826: 1, 13969412641: 1, 13969412650: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bdf0>
CCC1C(C)C2CN1C2C1CN1,68719476735,"{4437852704: 2, 4446241313: 1, 4572069920: 1, 4572070432: 1, 4572070433: 4, 4572070434: 2, 4572086305: 1, 4572086817: 3, 4580196386: 1, 4580458530: 2, 4580459041: 1, 4580459042: 3, 8732557858: 1, 8732820002: 1, 8866775586: 2, 8867037216: 1, 8867037728: 1, 8867037729: 2, 8867037730: 2, 8867037761: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62be60>
CNCCC=CCC1CCC2NC12,68719476735,"{4437606432: 1, 4437852193: 1, 4439691297: 1, 4571807778: 1, 4572069921: 2, 4572070433: 3, 4580196897: 1, 4580196898: 2, 5511332385: 1, 5511332386: 1, 5513429025: 1, 5513429026: 1, 8732557353: 1, 8732819489: 1, 8732820001: 3, 8732820002: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bed0>
CC(CC1(N)CCCOC1)C1CN1,68719476735,"{4437852704: 1, 4437852705: 1, 4438114337: 2, 4454367265: 1, 4571808801: 2, 4572086305: 1, 4580196386: 1, 4706025505: 1, 4706026016: 1, 4706026018: 1, 4706058273: 1, 8598863905: 1, 8598863906: 1, 8732557858: 1, 8732820000: 1, 8732820001: 1, 13027524641: 1, 13027525665: 2, 13027525696: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11c62bf40>
C=C1OC(CC)C2(CN)CC1N2,68719476735,"{4438114849: 2, 4571808801: 1, 4572332066: 1, 4580197409: 2, 4580197410: 1, 4588589602: 1, 4706287648: 1, 4714414625: 1, 5379473953: 1, 5379506210: 1, 5645811747: 1, 5645828131: 1, 5662327329: 1, 5662327331: 1, 8598340641: 1, 8598340642: 1, 8732819491: 1, 8732824104: 1, 8733081634: 1, 8733081664: 1, 8733082145: 1, 13027786784: 1, 13027787809: 2, 13027787841: 1, 13029884449: 1, 13029884481: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d090040>
N#CC1Cc2cn3nncc3n2C1,68719476735,"{4448342561: 1, 5513691170: 1, 5513712161: 2, 5522084393: 1, 5645550113: 1, 5656297506: 2, 5656301610: 1, 5656302113: 1, 5656302121: 2, 6585335850: 1, 9816789034: 1, 9816805929: 1, 9816805930: 1, 9817051178: 1, 9817051689: 1, 9940517409: 1, 9940517425: 1, 9942618657: 1, 9942876194: 1, 9942880329: 2, 9942880330: 1, 9942897185: 1, 9942897193: 1, 9942897194: 1, 9942897225: 1, 9951023145: 1, 10750018081: 2}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d0900b0>
CC1C2C=COC3OCC(N2)C31C,68719476735,"{4303897120: 1, 4437853216: 1, 4572070944: 1, 4572332576: 2, 4572332577: 2, 4572332578: 2, 4580196897: 1, 4580196898: 1, 4588584994: 1, 4706304034: 1, 4706320417: 1, 5511594528: 1, 5511594531: 1, 5511610402: 1, 5513429538: 1, 5513461794: 1, 5528109603: 1, 8732820000: 1, 8732820003: 1, 8732820512: 1, 8732820514: 2, 8732823593: 1, 13027525155: 1, 13027525185: 1, 13027787808: 2, 13027787810: 4, 13027819553: 1, 13027819561: 1, 13029625890: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d090120>
C#CC(CC#N)=C(C#N)C1CCO1,68719476735,"{4454367777: 1, 4574171681: 1, 4588584993: 1, 5645811745: 1, 5645844513: 1, 5647909409: 1, 6455054881: 1, 6455054890: 1, 6585078314: 1, 6587433009: 1, 6587433505: 1, 6587437601: 1, 6587437602: 1, 6587437617: 1, 10750017578: 1, 10750022178: 1, 10750022186: 1, 13027524642: 1, 13027786785: 1, 13027791402: 1, 13027791409: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d090190>
CC12CNC3CC3C(C=CCN1)C2,68719476735,"{4437852705: 1, 4445979169: 1, 4445979680: 1, 4445979681: 2, 4571808800: 1, 4571808801: 1, 4572069922: 2, 4572070433: 2, 4572086305: 1, 4573909025: 1, 4706026018: 1, 4706041890: 1, 5511348259: 1, 5511594019: 1, 5511594529: 1, 5511594530: 1, 5513429537: 1, 5513429538: 1, 8732558368: 1, 8732558369: 1, 8732561449: 1, 8732819490: 1, 8732820001: 1, 8732820002: 1, 8733081634: 1, 8733081665: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d090200>
CC1(N)CNN(C=O)C1C1CC1,68719476735,"{4571807778: 1, 4572069921: 2, 4572070944: 1, 4572070945: 1, 4580474913: 1, 4706288161: 2, 5519983138: 1, 5519983139: 1, 5519999009: 1, 8598864418: 1, 8732558368: 1, 8732558370: 1, 8732558400: 1, 8741208610: 1, 8741208611: 1, 8867037729: 2, 8867038240: 1, 8867038241: 1, 8867038272: 1, 8875163683: 1, 13969162786: 1, 13969162817: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d090270>
CCC=NN=CC=C(C#N)NC,68719476735,"{5513707552: 1, 5521838121: 1, 6587437097: 1, 6587449376: 1, 8734920745: 1, 9808396320: 1, 9808400426: 1, 9816789025: 1, 9816789033: 1, 10750022185: 1, 10750022209: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d0902e0>
CC(C)C=NN(C)C1COC1CN,68719476735,"{4437852705: 1, 4437869088: 1, 4454367777: 1, 4572086816: 1, 4572102689: 1, 4588584994: 1, 5521834528: 1, 5521834530: 1, 8598340130: 1, 8867037729: 1, 8877264930: 1, 9808396832: 2, 9814950433: 1, 9814950434: 1, 13027525154: 1, 13027525186: 1, 13027786816: 1, 13027787297: 1, 13027787330: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d090350>
CCC12CC1NC(C)C2CCNC,68719476735,"{4437606432: 1, 4437852704: 1, 4438114336: 1, 4438114849: 3, 4571808801: 1, 4572069921: 1, 4572070945: 2, 4572332064: 2, 4572332066: 1, 4572332577: 2, 4572332578: 1, 4580196896: 1, 4580196897: 1, 4580196898: 1, 4706287649: 1, 4706287651: 1, 4706288160: 1, 4706304034: 1, 8732557346: 1, 8732819491: 1, 8732820001: 1, 8732820003: 1, 8732820513: 2, 8732820514: 1}",<rdkit.DataStructs.cDataStructs.LongSparseIntVect object at 0x11d0903c0>
